Amplitude,RR,Arritmia
0.840858447552301,1.00000000007992,(AFIB
0.677250552177881,1.10833333342191,(AFIB
0.683354035318383,1.20555555565204,(AFIB
1.09219756245683,1.10833333342202,(AFIB
1.32485913038337,1.10000000008802,(AFIB
0.687126632035279,0.563888888934002,(AFIB
0.535767155588077,1.15000000009195,(AFIB
0.813428231776105,0.450000000035971,(AFIB
0.969719337523632,0.872222222291953,(AFIB
0.603133196235274,1.27500000010195,(AFIB
0.689548597336483,0.805555555620003,(AFIB
0.881316143274909,0.402777777810115,(AFIB
0.840471433401698,1.06388888897391,(AFIB
0.634509906173363,0.755555555615956,(AFIB
0.660778935850204,1.10833333342202,(AFIB
