Amplitude,RR,Arritmia
1.23127608090654,1.288888888992,(AFIB
1.11084057599369,0.538888888932007,(AFIB
0.71682720840022,0.583333333379997,(AFIB
1.24379644006517,1.163888888982,(AFIB
1.84513237446577,1.25277777787801,(AFIB
1.71306303143502,0.619444444494036,(AFIB
1.35614552378702,0.547222222266043,(AFIB
1.0412947681549,0.991666666746028,(AFIB
0.800104632974109,0.961111111187961,(AFIB
0.995568628013555,0.688888888944007,(AFIB
1.27256071567538,0.538888888931979,(AFIB
1.51527440339359,0.561111111156151,(AFIB
1.17987576454901,1.08055555564192,(AFIB
2.20277323395015,1.1722222223159,(AFIB
0.559593097866234,1.12222222231208,(AFIB
0.829189406931763,1.35555555566407,(AFIB
1.50648343682336,0.666666666720175,(AFIB
0.934844617247728,1.30555555566002,(AFIB
1.20259098172315,1.30000000010409,(AFIB
