Amplitude,RR,Arritmia
0.963287652730947,1.52777777790001,(B
1.37536263316923,1.15000000009201,(B
0.769748742282413,1.50277777789799,(B
0.952347787618649,1.52777777790001,(B
0.771291220784192,1.53611111123402,(B
0.648743219673634,1.522222222344,(B
1.00699355125429,1.51388888900999,(B
1.03718781322286,1.63611111124197,(B
1.59677237272321,1.19444444454001,(B
0.726682351529616,1.57222222234805,(B
1.04851099848751,1.4944444445639,(B
0.881952009499105,1.53055555567801,(B
0.693367581069497,1.15833333342596,(B
0.745850335657614,1.62777777790802,(B
0.537318531870853,1.16666666675997,(B
0.85777746438982,1.50833333345406,(B
0.726159944236287,1.17500000009397,(B
0.748330891728416,1.56388888901404,(B
0.955339587628852,1.51388888900999,(B
0.794308923482897,1.52777777790004,(B
0.846262286007428,1.522222222344,(B
0.944385380148905,1.50000000012005,(B
1.04883296191729,1.14444444453602,(B
1.12089777231219,1.60833333346204,(B
0.915708225369475,1.163888888982,(B
0.859468545019639,1.200000000096,(B
0.790689833760268,1.18611111120595,(B
