Amplitude,RR,Arritmia
0.949511545599117,0.736111111170004,(AFIB
1.27628112673827,0.797222222286052,(AFIB
0.733449259997146,0.708333333390044,(AFIB
1.22743828713956,0.788888888952044,(AFIB
1.35136855542722,0.827777777844005,(AFIB
1.32361941248255,0.736111111169976,(AFIB
1.25790883779589,0.727777777835968,(AFIB
1.67898814678273,0.758333333394035,(AFIB
1.21301725149222,0.866666666736023,(AFIB
1.59035926848712,0.725000000058003,(AFIB
1.75330010444,0.794444444508031,(AFIB
1.39517659545003,0.733333333392011,(AFIB
1.11831748038585,0.725000000058003,(AFIB
1.03624682724529,0.775000000061937,(AFIB
1.18435091644592,0.711111111167952,(AFIB
1.16076357781936,0.833333333399992,(AFIB
1.60930792748998,0.716666666724223,(AFIB
0.681836412251649,1.31666666677211,(AFIB
1.09495945304689,0.686111111165928,(AFIB
1.15707233607818,0.658333333385826,(AFIB
1.06190502315825,0.716666666723995,(AFIB
1.33349363207891,0.716666666723995,(AFIB
1.22701684176992,0.663888888942211,(AFIB
