@RELATION MIT-BIH Arrhythmia Database




@ATTRIBUTE Amplitude REAL
@ATTRIBUTE RR REAL
@ATTRIBUTE class {(AFIB, (AFL, (B, (N, (NOD, (P, (PREX, (SVTA, (T, (VT}


 
@DATA
0.966926895082573,0.70833333339,(AFIB
0.917989547848838,0.419444444478131,(AFIB
1.23127608090654,1.288888888992,(AFIB
1.11084057599369,0.538888888932007,(AFIB
0.71682720840022,0.583333333379997,(AFIB
1.24379644006517,1.163888888982,(AFIB
1.84513237446577,1.25277777787801,(AFIB
1.71306303143502,0.619444444494036,(AFIB
1.35614552378702,0.547222222266043,(AFIB
1.0412947681549,0.991666666746028,(AFIB
0.800104632974109,0.961111111187961,(AFIB
0.995568628013555,0.688888888944007,(AFIB
1.27256071567538,0.538888888931979,(AFIB
1.51527440339359,0.561111111156151,(AFIB
1.17987576454901,1.08055555564192,(AFIB
2.20277323395015,1.1722222223159,(AFIB
0.559593097866234,1.12222222231208,(AFIB
0.829189406931763,1.35555555566407,(AFIB
1.50648343682336,0.666666666720175,(AFIB
0.934844617247728,1.30555555566002,(AFIB
1.20259098172315,1.30000000010409,(AFIB
1.02888108044902,0.533333333376,(AFIB
0.621494318843121,0.641666666717924,(AFIB
0.949511545599117,0.736111111170004,(AFIB
1.27628112673827,0.797222222286052,(AFIB
0.733449259997146,0.708333333390044,(AFIB
1.22743828713956,0.788888888952044,(AFIB
1.35136855542722,0.827777777844005,(AFIB
1.32361941248255,0.736111111169976,(AFIB
1.25790883779589,0.727777777835968,(AFIB
1.67898814678273,0.758333333394035,(AFIB
1.21301725149222,0.866666666736023,(AFIB
1.59035926848712,0.725000000058003,(AFIB
1.75330010444,0.794444444508031,(AFIB
1.39517659545003,0.733333333392011,(AFIB
1.11831748038585,0.725000000058003,(AFIB
1.03624682724529,0.775000000061937,(AFIB
1.18435091644592,0.711111111167952,(AFIB
1.16076357781936,0.833333333399992,(AFIB
1.60930792748998,0.716666666724223,(AFIB
0.681836412251649,1.31666666677211,(AFIB
1.09495945304689,0.686111111165928,(AFIB
1.15707233607818,0.658333333385826,(AFIB
1.06190502315825,0.716666666723995,(AFIB
1.33349363207891,0.716666666723995,(AFIB
1.22701684176992,0.663888888942211,(AFIB
1.70338400721648,0.972222222300005,(AFIB
1.71347899496651,0.791666666730009,(AFIB
1.64481830775822,0.830555555622027,(AFIB
1.86905438393467,0.797222222285995,(AFIB
0.861580803693074,0.813888888954011,(AFIB
1.36688520133562,0.691666666722085,(AFIB
2.07643319338624,0.16666666667993,(AFIB
2.15856744051091,1.27500000010195,(AFIB
1.44195999085974,1.01666666674799,(AFIB
1.5912029597171,0.877777777847996,(AFIB
1.39568049252104,0.800000000064074,(AFIB
1.28713898301209,0.78055555561798,(AFIB
1.49855453819105,0.922222222296,(AFIB
1.07117050588194,1.002777777858,(AFIB
1.48286886930542,0.900000000072055,(AFIB
0.840858447552301,1.00000000007992,(AFIB
0.677250552177881,1.10833333342191,(AFIB
0.683354035318383,1.20555555565204,(AFIB
1.09219756245683,1.10833333342202,(AFIB
1.32485913038337,1.10000000008802,(AFIB
0.687126632035279,0.563888888934002,(AFIB
0.535767155588077,1.15000000009195,(AFIB
0.813428231776105,0.450000000035971,(AFIB
0.969719337523632,0.872222222291953,(AFIB
0.603133196235274,1.27500000010195,(AFIB
0.689548597336483,0.805555555620003,(AFIB
0.881316143274909,0.402777777810115,(AFIB
0.840471433401698,1.06388888897391,(AFIB
0.634509906173363,0.755555555615956,(AFIB
0.660778935850204,1.10833333342202,(AFIB
0.966926895082573,0.70833333339,(AFIB
0.917989547848838,0.419444444478131,(AFIB
1.23127608090654,1.288888888992,(AFIB
1.11084057599369,0.538888888932007,(AFIB
0.71682720840022,0.583333333379997,(AFIB
1.24379644006517,1.163888888982,(AFIB
1.84513237446577,1.25277777787801,(AFIB
1.71306303143502,0.619444444494036,(AFIB
1.35614552378702,0.547222222266043,(AFIB
1.0412947681549,0.991666666746028,(AFIB
0.800104632974109,0.961111111187961,(AFIB
0.995568628013555,0.688888888944007,(AFIB
1.27256071567538,0.538888888931979,(AFIB
1.51527440339359,0.561111111156151,(AFIB
1.17987576454901,1.08055555564192,(AFIB
2.20277323395015,1.1722222223159,(AFIB
0.559593097866234,1.12222222231208,(AFIB
0.829189406931763,1.35555555566407,(AFIB
1.50648343682336,0.666666666720175,(AFIB
0.934844617247728,1.30555555566002,(AFIB
1.20259098172315,1.30000000010409,(AFIB
1.02888108044902,0.533333333376,(AFIB
