Amplitude,RR,Arritmia
0.66293994426729,0.302777777802,(P
0.926115574836722,1.22222222232,(P
0.961515514254583,1.233333333432,(P
1.0244598710537,1.27500000010201,(P
2.19124481409878,0.913888888961992,(P
1.43221259117176,0.886111111182004,(P
1.0271760070324,0.31944444446998,(P
1.01747154414653,1.23888888898796,(P
1.23635848462636,0.863888888958002,(P
1.0913970541954,1.18055555565002,(P
1.35201489925448,0.841666666734,(P
0.953950638473044,1.13333333342405,(P
0.875918291211132,1.22222222232006,(P
1.25115360111,1.13611111120201,(P
1.07081345140941,0.827777777843949,(P
1.09215499460699,1.16666666675997,(P
1.14625217735766,1.16944444453804,(P
0.826073889136343,1.17500000009397,(P
0.894485010504735,1.15833333342596,(P
0.822242127954988,1.15277777787003,(P
0.927671282589461,1.20277777787396,(P
1.05281618416309,1.12222222231196,(P
0.8927577853203,1.1916666667621,(P
0.945168662965298,1.25000000010004,(P
1.04634773969651,1.163888888982,(P
0.820995140969754,1.13333333342393,(P
1.10745236963033,1.26666666676806,(P
1.09996355712413,1.15277777786991,(P
1.15146847426892,1.27777777788015,(P
1.07467738240959,1.21388888898605,(P
0.774610877633083,1.21666666676401,(P
